Date,Symbol,Open,High,Low,Close,Volume From,Volume To,ETH_Open,ETH_High,ETH_Low,ETH_Close,ETH_Volume From,ETH_Volume To,GDAX_Open,GDAX_High,GDAX_Low,GDAX_Close,GDAX_Volume From,GDAX_Volume To
2017-11-18 01-AM,BTCUSD,7600,7656,7501.9,7501.9,197,1489906.38,329.97,330,327.2,328.21,759.77,249005.05,7625.03,7655,7550,7550,898.37,6824154.05
2017-11-18 01-PM,BTCUSD,7726.4,7749.2,7666,7666,106.51,819558.7,334,334,333,334,642.98,214463.54,7717.81,7750,7660,7661.04,289.96,2231123.93
2017-11-18 02-AM,BTCUSD,7501.9,7587.3,7426.9,7476,393.99,2950450.24,328.21,329.08,325.77,325.77,1692.42,552840.32,7550,7601.01,7502,7523.51,1550.03,11661497.76
2017-11-18 02-PM,BTCUSD,7666,7734.6,7656.3,7715.1,69.5,534282.63,334,334,333,333.51,251.99,83983.37,7661.04,7718,7661.04,7718,274.24,2109439.88
2017-11-18 03-AM,BTCUSD,7476,7710,7451,7600.8,339.19,2579595.9,325.77,330,325.77,329.71,668.81,219973.75,7523.51,7679.99,7523.51,7649.15,1727.12,13160174.49
2017-11-18 03-PM,BTCUSD,7715.1,7719.8,7662.8,7699.8,83.51,642397.84,333.51,333.94,333,333.9,367.01,122318.69,7718,7718,7655,7685.01,413.43,3174263.53
2017-11-18 04-AM,BTCUSD,7600.8,7740.2,7538.3,7725.9,124.94,953202.6,329.71,331,327.96,329.99,416.45,137309.83,7649.15,7790.5,7600,7775.02,1259.18,9690443.81
2017-11-18 04-PM,BTCUSD,7699.8,7714.3,7667.9,7670.2,57.78,444035.22,333.9,333.94,333.02,333.6,431.67,144032.21,7685.01,7697.95,7658.96,7658.96,312.23,2396232.07
2017-11-18 05-AM,BTCUSD,7725.9,7729.9,7663.6,7700,106.52,820164.97,329.99,331.27,327.35,330.03,284.56,93835.53,7775.02,7775.02,7702.8,7735.02,1037.28,8029212.09
2017-11-18 05-PM,BTCUSD,7670.2,7780,7670.1,7772.1,79.82,615567.41,333.6,334.48,333.02,334.37,585.64,195651.06,7658.96,7758,7658.95,7737.66,436.96,3369871.48
2017-11-18 06-AM,BTCUSD,7700,7721,7593.1,7601,98.73,755457.88,330.03,331.25,330.01,330.03,68.17,22531.48,7735.02,7735.02,7645.06,7649.01,539.03,4142722.6
2017-11-18 06-PM,BTCUSD,7772.1,7780,7716.2,7766.6,73.4,570012.74,334.37,335.97,334.35,335.95,1914.37,641035.11,7737.66,7774.95,7723.47,7761.4,359.94,2790564.93
2017-11-18 07-AM,BTCUSD,7601,7724.4,7600.3,7724.4,85.78,655698.83,330.03,331.66,327.15,330.56,284.73,93882.88,7649.01,7748.13,7649,7748.13,254.16,1955676.56
2017-11-18 07-PM,BTCUSD,7766.6,7779.9,7707.6,7720.6,64.6,500657.26,335.95,337.77,335,336.96,1042.59,351009.92,7761.4,7770,7740.1,7750.11,350.05,2714566.96
2017-11-18 08-AM,BTCUSD,7724.4,7790,7680,7771.4,123.92,962122.66,330.56,332,330.12,330.12,1419.03,469660.6,7748.13,7800,7721.78,7789.44,461.73,3592156.52
2017-11-18 08-PM,BTCUSD,7720.6,7777,7710.1,7744.5,75.54,584730.47,336.96,337.77,336.5,336.99,805.78,271661.54,7750.11,7775,7750,7758,408.55,3171227.46
2017-11-18 09-AM,BTCUSD,7771.4,7788,7730,7781.7,54.55,423774.9,330.12,332,330,331.39,152.48,50458.18,7789.44,7799.99,7773.87,7785.54,114.91,894963.67
2017-11-18 09-PM,BTCUSD,7744.5,7849.9,7744.5,7839.8,226.45,1766942.96,336.99,343,336.76,342.21,4244.97,1441858.3,7758,7847.98,7757.99,7837.34,1110.74,8683101.4
2017-11-18 10-AM,BTCUSD,7781.7,7786.9,7660.6,7732.1,95.64,739663.82,331.39,331.74,326.77,331.34,591.51,194815.48,7785.54,7785.54,7724.26,7749.47,153.58,1190524.85
2017-11-18 10-PM,BTCUSD,7839.8,7839.8,7750,7788.7,63.72,496585.91,342.21,346,340.76,346,2836.42,976558.43,7837.34,7837.34,7801,7820.7,419.61,3279905.87
2017-11-18 11-AM,BTCUSD,7732.1,7775,7661.8,7775,66.54,513811.39,331.34,333.93,330.2,333.55,1757.94,585295.52,7749.47,7793.31,7720.86,7793.31,173.25,1341780.98
2017-11-18 11-PM,BTCUSD,7788.7,7816.9,7770.1,7786,48.43,377409.53,346,349.5,344.01,345.1,3184.3,1103442.43,7820.7,7820.99,7777,7777.01,442.74,3454738.22
2017-11-18 12-AM,BTCUSD,7695.7,7701.1,7555,7600,276.09,2106501.49,331,332,327.01,329.97,529.86,174811.02,7714.71,7714.71,7575,7625.03,1353.16,10326911.07
2017-11-18 12-PM,BTCUSD,7775,7788.5,7680,7726.4,59.89,462375.2,333.55,334,333,334,373.93,124811.47,7793.31,7793.31,7671.33,7717.81,236.98,1830620.57
2017-11-19 01-AM,BTCUSD,7716,7815,7716,7813.3,53.43,415751.51,346.02,347.96,343.27,345,840.45,290782.16,7751,7816.1,7750.99,7816.1,269.86,2103675.22
2017-11-19 01-PM,BTCUSD,7706.7,7750,7671,7750,72.27,556165.38,352.25,362.19,351.51,358.4,1492.22,529921.34,7727.92,7802.09,7725,7802.09,277.3,2152301.2
2017-11-19 02-AM,BTCUSD,7813.3,7814.5,7777.8,7795,71.18,554911.96,345,346,340.1,344.98,1872.66,642173.29,7816.1,7817,7800.02,7802.89,177.33,1385460.99
2017-11-19 02-PM,BTCUSD,7750,7760,7748.4,7759.9,46.6,361514.9,358.4,361.77,355.22,359.43,1030.23,370504.86,7802.09,7809.99,7772.19,7786,233.6,1820217.88
2017-11-19 03-AM,BTCUSD,7795,7812.6,7769.1,7779.9,71.71,558992.49,344.98,346.94,342.14,345.98,566.38,195843.71,7802.89,7818.85,7789.53,7800,193.45,1510152.79
2017-11-19 03-PM,BTCUSD,7759.9,7766,7737.4,7750.8,95.03,736873.51,359.43,359.7,356,357.03,953.35,341331.6,7786,7795.99,7740.49,7759.95,370.33,2874411.97
2017-11-19 04-AM,BTCUSD,7779.9,7799,7772,7776,41.88,325941.15,345.98,347,345.01,346.74,731.04,252880.06,7800,7816,7788.9,7788.9,158.88,1240525.77
2017-11-19 04-PM,BTCUSD,7750.8,7780,7750.8,7779,52.16,405293.83,357.03,363.74,356.26,360.48,1465.42,529334.49,7759.95,7799.95,7759.94,7799.95,257.86,2005508.34
2017-11-19 05-AM,BTCUSD,7776,7777.1,7743.6,7760.9,121.09,940382.03,346.74,347.33,344.43,346.9,768.56,266118.91,7788.9,7788.93,7754,7783,316.02,2455889.19
2017-11-19 05-PM,BTCUSD,7779,7900,7777,7900,263.67,2061653.93,360.48,362.54,353,353,1055.08,377963.08,7799.95,7961.9,7799.94,7961.89,2148.44,16955174.77
2017-11-19 06-AM,BTCUSD,7760.9,7762.5,7711.1,7740,111.73,865119.32,346.9,354,344.64,354,6788.34,2373582.34,7783,7794.21,7770,7777.77,350.78,2728933.71
2017-11-19 06-PM,BTCUSD,7900,7970,7891.9,7949.2,266.39,2117627.31,353,354,342.91,350.66,2852.85,993709.56,7961.89,8060,7950,7987.99,3004.84,24067524.71
2017-11-19 07-AM,BTCUSD,7740,7771.7,7693,7704.8,100.15,772386.21,354,363.91,351.26,359.8,7264.52,2609543.13,7777.77,7777.77,7700,7734.19,709.25,5479924.68
2017-11-19 07-PM,BTCUSD,7949.2,7970,7875,7969.8,141.35,1122175.4,350.66,350.75,347.55,348.5,893.31,311497.36,7987.99,8048,7950,8040.99,1123.88,9002849.88
2017-11-19 08-AM,BTCUSD,7704.8,7736.2,7685,7726,112.43,866518.43,359.8,363,354,358.01,2958.83,1064706.32,7734.19,7748.99,7705.04,7738.99,191.75,1480431.18
2017-11-19 08-PM,BTCUSD,7969.8,8000,7965,7989.9,369.3,2952348.05,348.5,348.5,346.03,347.77,1338.13,464442.75,8040.99,8098.62,8030,8045.65,1505.06,12147755.54
2017-11-19 09-AM,BTCUSD,7726,7750,7710,7744,53.47,413531.97,358.01,364.91,356.4,362.43,2075.12,747759.37,7738.99,7774.08,7738.99,7772.99,164.11,1274142.12
2017-11-19 09-PM,BTCUSD,7989.9,8000,7960,7998,128.65,1027977.92,347.77,351,347,350,902.48,315269.38,8045.65,8069,8039,8040,500.98,4035269.27
2017-11-19 10-AM,BTCUSD,7744,7763.2,7740,7753.7,51.31,397513.05,362.43,364.47,359,360.45,1187.68,428982.35,7772.99,7774.99,7754.48,7772.21,146.28,1136216.12
2017-11-19 10-PM,BTCUSD,7998,7999.4,7950,7969.5,153.44,1223225.6,350,357.63,350,355.39,1875.75,663955.15,8040,8040.01,7960.01,8028.58,773.12,6190879.74
2017-11-19 11-AM,BTCUSD,7753.7,7765,7670,7725.3,103.25,796888.1,360.45,362,357.53,357.84,1339.8,481011.5,7772.21,7780,7730,7748.99,141.37,1097166.52
2017-11-19 11-PM,BTCUSD,7969.5,8000,7954.2,8000,90.4,722096.3,355.39,356.48,351.11,351.11,468.88,166402.11,8028.58,8049.99,7996,8031.82,572.91,4593204.46
2017-11-19 12-AM,BTCUSD,7786,7791.2,7716,7716,47.98,372217.75,345.1,349.35,343.12,346.02,1863.58,644548.74,7777.01,7790,7750.99,7751,362.74,2818469.3
2017-11-19 12-PM,BTCUSD,7725.3,7743.9,7670,7706.7,89.94,692353.9,357.84,358,352,352.25,969.54,343796.03,7748.99,7758.44,7721,7727.92,151.34,1170665.51
2017-11-20 01-AM,BTCUSD,8006,8036.8,7970.2,7979.8,103.27,826998.35,354.02,354.95,352.06,354.45,1080.19,382791.22,8046.01,8072.41,8014,8027.01,543.72,4376915.31
2017-11-20 01-PM,BTCUSD,8151.2,8159,8118,8126.9,157.68,1283628.43,356.79,358.88,356.79,357.41,411.31,147031.78,8143.17,8174,8140.8,8159.99,635.96,5187695.28
2017-11-20 02-AM,BTCUSD,7979.8,8006,7915.1,7969.6,74.25,591816.72,354.45,356.1,352.03,356.06,1640.45,581172.58,8027.01,8027.02,7990,7990.01,570.36,4569198.38
2017-11-20 02-PM,BTCUSD,8126.9,8195,8117,8195,227.55,1857268.54,357.41,360,357.14,358.5,650.3,233247.12,8159.99,8263.49,8159.99,8262.28,1045.4,8593996.94
2017-11-20 03-AM,BTCUSD,7969.6,7969.6,7915,7933.5,106.82,848273.39,356.06,359,355.01,359,930.57,331564.96,7990.01,7996.85,7969,7974.99,668.83,5338098.44
2017-11-20 03-PM,BTCUSD,8195,8220,8130.9,8174.1,230.71,1888251.47,358.5,362,357.42,361.3,1195.26,430837.23,8262.28,8263.14,8183.14,8223.51,950.97,7815868.97
2017-11-20 04-AM,BTCUSD,7933.5,7970,7909.6,7969.7,76.58,609156.1,359,359,355.04,356.4,692.58,247527.26,7974.99,8027.02,7974.99,8023.01,509.14,4074438.07
2017-11-20 04-PM,BTCUSD,8174.1,8220,8173.9,8220,124.78,1024937.52,361.3,364.17,360.85,364,2925.65,1064127.72,8223.51,8254.5,8217.18,8240.01,902.83,7440152.59
2017-11-20 05-AM,BTCUSD,7969.7,7970,7950,7965.2,35.21,280322.93,356.4,357.94,355.23,355.94,359.12,127965.78,8023.01,8023.01,7986.58,8021.9,274.86,2201709.71
2017-11-20 05-PM,BTCUSD,8220,8274.4,8211.68,8251,163.22,1345516.76,364,365,363,364,1087.01,395828.01,8240.01,8292.93,8240,8268.01,1036.17,8569123.35
2017-11-20 06-AM,BTCUSD,7965.2,8009.1,7956,7989.9,45.6,363735.98,355.94,358,354.21,356.02,1201.22,427265.68,8021.9,8024,7991.13,8023.01,353.64,2831255.49
2017-11-20 06-PM,BTCUSD,8251,8254.4,8152.1,8197.9,152.1,1248722.19,364,365,362.71,364.59,988.49,360295.74,8268.01,8275.59,8200,8219.88,1173.39,9664278.01
2017-11-20 07-AM,BTCUSD,7989.9,8015,7980,8000,51.24,410305.85,356.02,357.59,352.21,353.06,964.09,341985.18,8023.01,8036.99,8012.21,8025.01,265.2,2129073.79
2017-11-20 07-PM,BTCUSD,8197.9,8220,8165,8194.1,76.3,624850.72,364.59,365.01,363,364.77,479.23,174442.2,8219.88,8249.97,8210.77,8212.5,706.42,5809732.63
2017-11-20 08-AM,BTCUSD,8000,8035,7950,8030,130.24,1042725.81,353.06,356.5,353.06,355.99,370.11,131448.09,8025.01,8062.01,8025,8062.01,196.24,1579182.1
2017-11-20 08-PM,BTCUSD,8194.1,8245,8162,8224.9,79.76,654346.93,364.77,366,364.6,366,1585.95,580004.87,8212.5,8243.99,8188.88,8240,1026.77,8436225.48
2017-11-20 09-AM,BTCUSD,8030,8035,8000,8019,61.01,489550.25,355.99,357.6,353.76,357.51,292.6,104061.87,8062.01,8062.01,8035,8040.02,130.26,1048944.35
2017-11-20 09-PM,BTCUSD,8224.9,8240,8172.2,8211,126.05,1035146.98,366,368,364.65,367.96,1054.47,386367.39,8240,8274,8230,8273.92,890.07,7344496.97
2017-11-20 10-AM,BTCUSD,8019,8019.1,7969.3,7992.6,44.79,358206.1,357.51,358.54,355.56,356.75,428.27,153120.03,8040.02,8048.36,8040.01,8045.11,56.97,458278.84
2017-11-20 10-PM,BTCUSD,8211,8245,8211,8239.8,62.26,512420.97,367.96,369.99,366.26,369.07,2557.22,940862.34,8273.92,8283.21,8243.88,8281.02,1093.83,9045516.59
2017-11-20 11-AM,BTCUSD,7992.6,8075,7990.8,8063,149.16,1199511.95,356.75,358.66,355.98,358.16,353.78,126479.23,8045.11,8072.59,8045.11,8058.02,206.39,1664221.94
2017-11-20 11-PM,BTCUSD,8239.8,8246.8,8201,8234.1,90.69,746638.51,369.07,369.5,365.56,366.52,1531.54,562740.93,8281.02,8293.25,8255.33,8256.01,829.96,6873031.21
2017-11-20 12-AM,BTCUSD,8000,8006,7985,8006,73.88,590917.31,351.11,354.05,350.01,354.02,297.77,104812.4,8031.82,8049.97,8028,8046.01,336.59,2706906.31
2017-11-20 12-PM,BTCUSD,8063,8157,8050,8151.2,207.7,1681996.98,358.16,358.85,355.81,356.79,496.89,177585.44,8058.02,8147,8058.02,8143.17,1058.25,8580134.14
2017-11-21 01-AM,BTCUSD,8199.5,8250,8195.8,8244.5,78.39,644965.44,369.45,369.46,366.7,367.99,666.65,245358.75,8259.98,8269.98,8259,8264.52,383.54,3170035.57
2017-11-21 01-PM,BTCUSD,8201.5,8217.9,8181,8199,68.11,558471.7,366.62,368.85,364.5,364.5,429.04,157453.45,8215.7,8248.5,8215.7,8223.74,371.42,3056992.42
2017-11-21 02-AM,BTCUSD,8244.5,8249.6,8020,8041.4,227.35,1849353.92,367.99,370,367.07,367.25,966.16,356744.95,8264.52,8264.53,8062.31,8101.21,2610.95,21302536.16
2017-11-21 02-PM,BTCUSD,8199,8300,8199,8300,311.49,2567466.29,364.5,368.81,364.5,368.5,824.18,303008.74,8223.74,8340,8223.73,8339.99,1419.57,11757112.16
2017-11-21 03-AM,BTCUSD,8041.4,8100,7796,7842.8,721.13,5746126.58,367.25,369,352,352,4737.11,1709055.12,8101.21,8120,7802.99,7919.97,4563.24,36269380.98
2017-11-21 03-PM,BTCUSD,8300,8350,8290.4,8329.6,169.89,1414018.66,368.5,369.98,365.34,368.57,3021.01,1115064.02,8339.99,8375,8304.35,8342.25,1388.6,11586980.2
2017-11-21 04-AM,BTCUSD,7842.8,7974.5,7785.4,7840.2,360.42,2846812.09,352,358.25,351.3,351.3,4915.8,1739786.57,7919.97,8048,7826.24,7858.98,2838.11,22496817.07
2017-11-21 04-PM,BTCUSD,8329.6,8349.9,8256,8267,153.61,1277855.85,368.57,371.44,364.51,365.78,2140.73,789705.84,8342.25,8344.11,8265.01,8281.99,962.45,8001827.94
2017-11-21 05-AM,BTCUSD,7840.2,8090,7817.6,8090,317.88,2528760.77,351.3,361.81,345.5,359.38,5844.5,2066611.23,7858.98,8118.97,7858.98,8075,1848.38,14798575.47
2017-11-21 05-PM,BTCUSD,8267,8340,8266.3,8275.9,165.48,1372291.69,365.78,369,364.81,367.74,689.99,252557.45,8281.99,8330,8281.99,8299.9,650.3,5402175.3
2017-11-21 06-AM,BTCUSD,8090,8148.4,8050,8050,187.38,1517099.31,359.38,362,355.41,356.5,968.39,347249.28,8075,8149.99,8066,8066.01,892.21,7233002.78
2017-11-21 06-PM,BTCUSD,8275.9,8316.9,8236,8248.3,146.53,1211381.73,367.74,369,364.12,366.75,752.61,276016.58,8299.9,8315,8262,8263,535.88,4442217.37
2017-11-21 07-AM,BTCUSD,8050,8150,8050,8133.5,130.98,1062802.17,356.5,361.9,355.88,361.63,1436.11,514342.63,8066.01,8165,8066.01,8150.66,832.11,6755879.44
2017-11-21 07-PM,BTCUSD,8248.3,8268.2,8100.1,8100.6,340.25,2786380.61,366.75,368.16,364,364,1138.94,415730.18,8263,8280,8029,8134.52,2419.58,19783117.57
2017-11-21 08-AM,BTCUSD,8133.5,8200,8101.8,8182.7,129.62,1059782.75,361.63,365.46,360.53,363.67,1289.18,468491.61,8150.66,8228,8150.65,8200,610,5000718.1
2017-11-21 08-PM,BTCUSD,8100.6,8196,8100.1,8190,160.6,1307029.63,364,365.1,362.71,364,801.22,291162.28,8134.52,8229.95,8117.01,8229.95,1632.4,13325040.25
2017-11-21 09-AM,BTCUSD,8182.7,8194,8137.8,8179.1,42.24,344705.38,363.67,364.62,360,362.88,765.39,277608.27,8200,8220,8155.2,8220,314.22,2573196.84
2017-11-21 09-PM,BTCUSD,8190,8239,8150,8157,179.22,1466779.39,364,367.89,364,365.18,542.34,198574.94,8229.95,8264.04,8155,8161.69,1127.88,9270264.5
2017-11-21 10-AM,BTCUSD,8179.1,8190,8155,8167.7,66.73,546035.29,362.88,364.8,361.58,364.51,505.26,183730.06,8220,8220,8184.53,8194.11,179.74,1474185.78
2017-11-21 10-PM,BTCUSD,8157,8174.9,8048.5,8048.5,334.33,2705470.05,365.18,365.18,360,360,1555.96,562931.43,8161.69,8161.69,8000.01,8000.5,1994.89,16125781.46
2017-11-21 11-AM,BTCUSD,8167.7,8199,8150,8192.4,98.08,802558.41,364.51,367.98,362.67,367.98,591.71,215986.53,8194.11,8237,8185.14,8207.43,382.39,3138484.53
2017-11-21 11-PM,BTCUSD,8048.5,8150,8018,8113.1,164.82,1330442.21,360,363,359.1,361.01,1657.76,597503.48,8000.5,8144.94,8000.49,8109,936.32,7571467.96
2017-11-21 12-AM,BTCUSD,8234.1,8237.6,8195,8199.5,172.42,1414684.13,366.52,369.78,364.51,369.45,1539.02,565839.58,8256.01,8281.67,8250,8259.98,553.27,4569031.76
2017-11-21 12-PM,BTCUSD,8192.4,8230,8192.4,8201.5,81.73,670703.19,367.98,368.98,364.01,366.62,1350.05,496222.19,8207.43,8250,8207.43,8215.7,426.23,3511734.87
2017-11-22 01-AM,BTCUSD,8150.9,8178.3,8084.8,8153.3,113.93,925800.82,362.36,362.39,360.06,361.08,378.19,136706.74,8154.35,8169.99,8103.13,8169.99,584.32,4757495.75
2017-11-22 01-PM,BTCUSD,8280.5,8280.5,8200,8200,279.25,2295202.6,366.5,366.99,362.58,363.51,507.21,185116.94,8241.01,8265.54,8188.04,8188.05,501.31,4121276.66
2017-11-22 02-AM,BTCUSD,8153.3,8189,8127.2,8180,80.51,657382.43,361.08,362.39,360.06,361.08,469.14,169573.09,8169.99,8185.9,8111.88,8185.9,541.38,4418641.48
2017-11-22 02-PM,BTCUSD,8200,8235.9,8140,8235,165.76,1355737.94,363.51,364.49,360.08,364.49,724.76,262425.68,8188.05,8240,8149.68,8239.01,749.2,6128852.24
2017-11-22 03-AM,BTCUSD,8180,8197.7,8159.1,8183.7,75.49,617413.58,361.08,363.44,361.08,362.92,257.43,93371.14,8185.9,8215,8158.04,8189.98,491.82,4025316.99
2017-11-22 03-PM,BTCUSD,8235,8270,8203,8262,67.56,556948.72,364.49,365.24,362.52,365.17,339.6,123568.72,8239.01,8250,8205.3,8230.01,463.67,3818163.83
2017-11-22 04-AM,BTCUSD,8183.7,8200,8025.4,8180,180.4,1468509.25,362.92,364.89,360.92,364.4,830.21,301925.7,8189.98,8199.88,8125,8186.79,554.84,4527574.06
2017-11-22 04-PM,BTCUSD,8262,8264.1,8175,8209,88.27,724829.78,365.17,365.99,361.85,364.81,740.52,269780.98,8230.01,8236,8175,8220,726.65,5958921.85
2017-11-22 05-AM,BTCUSD,8180,8199.6,8150.4,8173.5,87.32,713228.71,364.4,364.7,364.13,364.61,489.68,178534.56,8186.79,8187.54,8160,8170.04,218.72,1787552.58
2017-11-22 05-PM,BTCUSD,8209,8229,8152,8170.8,116.92,957586.03,364.81,366.86,364.39,364.61,282.82,103330.04,8220,8220,8150,8158.81,1097.81,8985888.33
2017-11-22 06-AM,BTCUSD,8173.5,8180,8150,8179,55.19,450626.16,364.61,365.74,364.1,365.3,467.52,170650.62,8170.04,8210.24,8145,8210.23,355.92,2912281.79
2017-11-22 06-PM,BTCUSD,8170.8,8175.6,8138,8174.7,109.91,895935.71,364.61,366.6,362.52,366.12,747.32,272812.3,8158.81,8161.34,8110.63,8157.96,993.38,8080059.92
2017-11-22 07-AM,BTCUSD,8179,8249.7,8178.5,8249,425.27,3489136.38,365.3,367.25,364,367.06,497.68,182122.07,8210.23,8255.23,8210.23,8255.23,426.52,3512186.28
2017-11-22 07-PM,BTCUSD,8174.7,8199,8151,8199,82.85,677404.54,366.12,369,365.9,368.38,795.29,292597.51,8157.96,8198.5,8156.75,8197.86,1150.01,9407214.26
2017-11-22 08-AM,BTCUSD,8249,8297.8,8238,8279.8,101.37,838098.06,367.06,368,365.01,367.82,656.82,241299.81,8255.23,8290,8255.22,8281,319.91,2646740.48
2017-11-22 08-PM,BTCUSD,8199,8230,8185.5,8216.1,44.91,368302.16,368.38,368.99,365.9,368.99,449.37,165320.67,8197.86,8199.9,8182.93,8199.9,732.57,6001923.99
2017-11-22 09-AM,BTCUSD,8279.8,8297.8,8255,8273.7,70.82,586598.6,367.82,368.35,365.05,366.59,481.25,176497.71,8281,8296.69,8241,8264.96,238.6,1974448.17
2017-11-22 09-PM,BTCUSD,8216.1,8229,8160.2,8172.4,89.73,734715.01,368.99,370.36,367.06,369.98,1115.26,411933.24,8199.9,8219.99,8188.99,8219.99,672.81,5516509.67
2017-11-22 10-AM,BTCUSD,8273.7,8300,8240.2,8297.9,100.96,836316.12,366.59,366.99,365.02,366.99,254.81,93387.87,8264.96,8298.97,8264.95,8298.97,173.52,1437882.59
2017-11-22 10-PM,BTCUSD,8172.4,8263,8172.4,8263,145.7,1200072.24,369.98,378.78,369.66,377.03,4407.14,1648857.72,8219.99,8275,8219.98,8265.06,844.62,6965454.76
2017-11-22 11-AM,BTCUSD,8297.9,8300,8251.7,8291.3,55.87,463236.05,366.99,368.39,366.5,367,600.07,220454.99,8298.97,8298.98,8257.92,8279.35,175.94,1458604.56
2017-11-22 11-PM,BTCUSD,8263,8300,8245.1,8250.6,126.95,1050054.21,377.03,379.9,376,379.5,2737.12,1037212.18,8265.06,8285.36,8225,8250,568.55,4694383.29
2017-11-22 12-AM,BTCUSD,8113.1,8190,8077.5,8150.9,99.71,811666.24,361.01,363.42,359,362.36,410.56,148398.46,8109,8196.26,8108.99,8154.35,619.06,5051892.78
2017-11-22 12-PM,BTCUSD,8291.3,8300,8251.9,8280.5,57.23,473765.49,367,367.04,366,366.5,287.67,105434.57,8279.35,8280,8241,8241.01,239.29,1977222.75
2017-11-23 01-AM,BTCUSD,8230,8230,8201,8205.1,73.03,600004.24,380,380.88,375,376.95,2331.77,882166.46,8236,8247.16,8200.02,8205.01,564.73,4643752.08
2017-11-23 01-PM,BTCUSD,8175,8215,8170,8190.6,97.78,800941.01,391.5,393.99,372.14,393.6,2918.88,1130221.28,8175.5,8235,8175.5,8205.02,421.26,3458928.43
2017-11-23 02-AM,BTCUSD,8205.1,8241.3,8201,8241.3,45.35,372929.45,376.95,383.1,375,381.66,924.65,351339.9,8205.01,8244,8200.6,8236.01,347.77,2860085.38
2017-11-23 02-PM,BTCUSD,8190.6,8199.8,8145.2,8145.2,180.93,1477560.9,393.6,404.99,393.1,404.99,8739.77,3486675.24,8205.02,8215.44,8197.02,8199.89,499.42,4097177.43
2017-11-23 03-AM,BTCUSD,8241.3,8241.3,8201,8205.2,188.03,1546635.21,381.66,381.67,376.7,377.75,797.3,302171.07,8236.01,8236.01,8188,8214,476.11,3908884.29
2017-11-23 03-PM,BTCUSD,8145.2,8177.1,8112.1,8130.8,84.03,685148.85,404.99,410,402,408.64,4755.02,1935672.12,8199.89,8209,8185.1,8200.02,548.61,4499014.59
2017-11-23 04-AM,BTCUSD,8205.2,8249.8,8201.2,8246.7,83.81,688663.17,377.75,379.5,374.4,378,1326.62,500101.21,8214,8229,8199.99,8221.94,337.8,2773528.79
2017-11-23 04-PM,BTCUSD,8130.8,8159.1,8111.6,8139.7,41.15,334846.6,408.64,409.47,376.13,405,4766.89,1905463.48,8200.02,8200.02,8170,8178,611.94,5009804.01
2017-11-23 05-AM,BTCUSD,8246.7,8279.9,8210,8260,116.98,965395.54,378,383.99,378,382.48,919.35,351731.37,8221.94,8262.12,8221.94,8251.32,383.67,3165218.18
2017-11-23 05-PM,BTCUSD,8139.7,8140,8110,8139.8,123.28,1001675.2,405,418.99,403.06,417.16,5058.08,2088240.72,8178,8178,8150,8171.01,630.01,5141378.69
2017-11-23 06-AM,BTCUSD,8260,8279.3,8207,8249.9,72.91,602070,382.48,383.87,382,382,940.57,359930.95,8251.32,8260,8235,8251.01,225.21,1857815.55
2017-11-23 06-PM,BTCUSD,8139.8,8139.8,8107.2,8115,85.71,696134.9,417.16,419,410.19,416.58,2901.6,1206370.74,8171.01,8171.02,8152,8152.01,483.48,3946436.82
2017-11-23 07-AM,BTCUSD,8249.9,8277,8150,8150,188.23,1544229.28,382,383.99,380.04,380.59,916.52,350012.24,8251.01,8257.75,8161,8161.58,700.19,5742058.92
2017-11-23 07-PM,BTCUSD,8115,8151.3,8107.1,8121.9,64.8,526718.03,416.58,419.98,412.04,415,2362.75,984419.23,8152.01,8170.6,8152,8161.86,360.44,2941403.61
2017-11-23 08-AM,BTCUSD,8150,8214.9,8100.5,8176.2,247.64,2016264.15,380.59,383.99,375.29,383.99,2209.41,836807.89,8161.58,8214.39,8159,8177.07,496.64,4060760.86
2017-11-23 08-PM,BTCUSD,8121.9,8153.2,8110.5,8141.7,43.6,354698.5,415,419,412,416.77,1718.64,713430.74,8161.86,8186,8155,8186,331.06,2704304.6
2017-11-23 09-AM,BTCUSD,8176.2,8215,8155.8,8160.6,65.69,536629.06,383.99,389.63,383.99,389.63,2711.06,1047978.77,8177.07,8190.13,8177,8177.01,207.16,1694573.02
2017-11-23 09-PM,BTCUSD,8141.7,8160,8125,8141.1,42.38,345070.06,416.77,416.77,410.49,413.5,1086.6,449474.27,8186,8186.69,8170.5,8174.97,263.37,2154251.36
2017-11-23 10-AM,BTCUSD,8160.6,8220,8100,8105,563.98,4573816.05,389.63,396,389,395.1,3993.46,1563864.45,8177.01,8177.01,8104,8133.65,713.48,5810277.1
2017-11-23 10-PM,BTCUSD,8141.1,8179.6,8124,8124,136.94,1116577.61,413.5,419.98,412.11,419.2,2275.3,949849.64,8174.97,8177.7,8155,8155.01,284.16,2320752.9
2017-11-23 11-AM,BTCUSD,8105,8169,8105,8130,161.13,1309620.16,395.1,396.95,385.33,396.5,1887.11,743277.97,8133.65,8161.27,8103,8155.65,386.48,3144052.91
2017-11-23 11-PM,BTCUSD,8124,8125.5,8030,8030,236.85,1913105.91,419.2,419.2,408,408.75,1919.35,795786.96,8155.01,8155.01,8031.16,8031.16,1379.86,11181062.4
2017-11-23 12-AM,BTCUSD,8250.6,8290,8230,8230,75.74,625100.95,379.5,382.77,379.01,380,4505.47,1712980.67,8250,8274.98,8215,8236,575.22,4747978.51
