0.23010000000000003
0.13040000000000002
0.235
0.152
0.164
0.369
0.147
0.15
0.098
0.172
0.184
0.126
0.168
0.128
0.222
0.26
0.224
0.187
0.171
0.126
0.18
0.18
0.204
0.118
0.091
0.169
0.214
0.226
0.141
0.219
0.154
0.155
0.155
0.253
0.232
0.233
0.224
0.293
0.213
0.341
0.194
0.352
0.345
0.347
0.275
0.214
0.19
0.178
0.158
0.142
0.119
0.258
0.243
0.321
0.347
0.146
0.237
0.236
0.17
0.363
0.286
0.177
0.242
0.252
0.25
0.318
0.42
0.474
0.583
0.436
0.513
0.421
0.5
0.423
0.448
0.344
0.178
0.319
0.282
0.244
0.317
0.151
0.237
0.368
0.465
0.398
0.27
0.38
0.471
0.391
0.147
0.365
0.294
0.326
0.215
0.325
0.249
0.301
0.361
0.298
0.212
0.297
0.285
0.373
0.329
0.397
0.335
0.215
0.205
0.186
0.184
0.314
0.191
0.277
0.353
0.35
0.329
0.205
0.254
0.291
0.093
0.154
0.186
0.123
0.159
0.296
0.348
0.148
0.126
0.329
0.32
0.207
0.297
0.103
0.204
0.165
0.224
0.357
0.273
0.078
0.136
0.272
0.398
0.141
0.244
0.158
0.174
0.259
0.343
0.323
0.196
0.144
0.35
0.237
0.263
0.319
0.265
0.268
0.299
0.288
0.312
0.271
0.247
0.23
0.268
0.276
0.246
0.309
0.299
0.334
0.34
0.299
0.324
0.323
0.259
0.237
0.329
0.298
0.259
0.211
0.245
0.306
0.297
0.328
0.332
0.246
0.364
0.329
0.509
0.258
0.453
0.247
0.154
0.141
0.214
0.289
0.416
0.291
0.323
0.414
0.295
0.267
0.284
0.311
0.33
0.284
0.199
0.247
0.226
0.193
0.219
0.269
0.188
0.217
0.177
0.185
0.192
0.183
0.113
0.17
0.169
0.339
0.424
0.251
0.182
0.342
0.23
0.271
0.265
0.285
0.338
0.358
0.403
0.444
0.283
0.296
0.164
0.158
